id	parent_component_id	type_id	title	description	template_type_id	creator_id	component_picture_url	background_color	created_at	updated_at	level_id	privacy_id	order	status
586	NULL	12	Adopt a Funny Accent for the Day		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
587	NULL	12	Gallop a Horse Along a Beach		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
588	NULL	12	Paraglide		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
589	NULL	11	creative thinking skills 		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
590	NULL	12	Take a Photo Every Day for a Year		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
591	NULL	13	Vehicle restoration		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
592	NULL	13	Journaling and writing		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
593	NULL	12	Go an Entire Month Without Spending Any Money		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
594	NULL	12	Cross a Country By Foot		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
595	NULL	12	Have a Deep and Meaningful Conversation With a Celebrity		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
596	NULL	13	Vivariums		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
597	NULL	12	Chew Khat		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
598	NULL	12	Quit Smoking		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
599	NULL	13	Engraving		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
600	NULL	12	Be Able to Do the 'Scorpion' Yoga Pose		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
601	NULL	12	Manage Clients Better		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
602	NULL	11	packing		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
603	NULL	12	Create a Passive in come		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
604	NULL	11	energetic		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
605	NULL	12	Attend an Event At Buckingham Palace		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
606	NULL	11	leather goods maker		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
607	NULL	12	Professional / Career		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
608	NULL	13	Follow a sports team		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
609	NULL	11	decision making skills		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
610	NULL	11	airsoft		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
611	NULL	12	Spend the Entire Day By Myself		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
612	NULL	12	Compete in a 3 Point Basketball Contest		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
613	NULL	12	Save for a House		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
614	NULL	11	transportation savvy		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
615	NULL	12	Learn How to Sail		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
616	NULL	12	Eat At a German Bakery		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
617	NULL	11	paint ball		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
618	NULL	12	Play an instrument in a band		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
619	NULL	11	monetary exchange		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
620	NULL	11	genealogy		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
621	NULL	12	Create a Self-Study Program		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
622	NULL	11	clearing the table		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
623	NULL	13	Currency collecting		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
624	NULL	13	Bicycling		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
625	NULL	11	Basic French conversational phrases		7001	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	3	10002	1	0
626	NULL	12	Create an Ice Sculpture		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
627	NULL	11	meeting new people		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
628	NULL	11	making clothes		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
629	NULL	12	Draft and Get Notarized a Will That in cludes Our Daughter		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
630	NULL	11	windows		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
631	NULL	12	Cross Country trip		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
632	NULL	13	Writing music		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
633	NULL	11	make adjustments when needed		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
634	NULL	12	Own a Lamborghini		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
635	NULL	12	Cross the Canadian Border		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
636	NULL	12	Do a Favor for a Stranger on the Scale of Pay It Forward 		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
637	NULL	11	end a date politely without making promises		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
638	NULL	11	matlab		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
639	NULL	13	Model crafting		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
640	NULL	11	"consistent: constant to same principles, not changing."		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
641	NULL	13	Bowling		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
642	NULL	12	Influencing Others	"Controlling others; making decisions for others; to get revenge (get even, get back, etc.); to have others give me what I want"	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
643	NULL	13	Painting (water colours)		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
644	NULL	11	suggest improvements		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
645	NULL	11	importance		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
646	NULL	12	Create a Viral Youtube Video		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
647	NULL	12	Go on a Zipline Tour		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
648	NULL	11	restaurant skills		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
649	NULL	13	Puppet master (ventriloquist)		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
650	NULL	12	Sponsor a family.		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
651	NULL	11	dog and horse racing official		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
652	NULL	11	car tune-up		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
653	NULL	13	Paracord projects		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
654	NULL	12	Be part of a talk show audience		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
655	NULL	12	Disney Vacation Minimum Every 5 Years With Kids and Grandkids When We Have Them		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
656	NULL	13	Rowing		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
657	NULL	12	Build a Small Dance Studio		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
658	NULL	11	enforcing rules and regulations		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
659	NULL	13	Drawing and painting		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
660	NULL	11	soldering		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
661	NULL	13	Smoking pipes		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
662	NULL	11	instructing others		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
663	NULL	13	Crystals and rocks		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
664	NULL	13	Build models		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
665	NULL	12	Get a Blow Out		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
666	NULL	12	Watch All the Oscar Winning Movies		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
667	NULL	12	Make a Candle		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
668	NULL	12	Creativity		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
669	NULL	11	"honest: not lying, cheating or stealing, sincere."		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
670	NULL	11	perl		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
671	NULL	12	Discover My Life's Purpose		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
672	NULL	11	child care centre manager		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
673	NULL	13	Complete a list		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
674	NULL	11	real estate agent		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
675	NULL	102	"Life is not strictly business, it can be mixed with pleasure."		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
676	NULL	11	equestrianism		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
677	NULL	12	Get Certified As a Lifeguard		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
678	NULL	13	Foreign language study		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
679	NULL	11	maintenance / repair skills		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
680	NULL	102	"In our later years of life, we should strive to contribute to society."		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
681	NULL	12	Learn to Ride a Motorcycle		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
682	NULL	12	Knit and Donate 100 Scarves for the Homeless		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
683	NULL	13	Bonsai		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
684	NULL	12	Create a Children's Book		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
685	NULL	12	Become Fluent in German		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
686	NULL	12	Do 24 Hours of Silence		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
687	NULL	11	hair coloring		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
688	NULL	11	library technician		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
689	NULL	12	Have Unique Signature Items That Will Pass on to My Kids and /Or Grandkids When I Die		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
690	NULL	11	retail pharmacist		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
691	NULL	12	Be in an Amateur Bodybuilding Competition		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
692	NULL	12	Go to Venice		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
693	NULL	12	Get My First Car!		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
694	NULL	11	calm		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
695	NULL	12	Sit in the Outdoor Jacuzzi At Iglu-Dorf Hotel in Switzerland		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
696	NULL	12	Understand your finances		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
697	NULL	12	Eat Kangaroo in Australia		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
698	NULL	12	Own a Dog		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
699	NULL	13	Antiquities		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
700	NULL	12	Go on a helicopter ride		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
701	NULL	12	Bake a Banana Cake		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
702	NULL	102	"When you find yourself thinking a negative thought, stop it immediately."		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
703	NULL	12	Ride on a Ferris Wheel		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
704	NULL	11	residential care officer		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
705	NULL	12	Olympic Games in Random Locations		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
706	NULL	11	warm		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
707	NULL	11	dancing		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
708	NULL	13	Animal rescue		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
709	NULL	11	unaffected		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
710	NULL	12	Marvel At Plitvice Lakes in Croatia		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
711	NULL	13	Papermaking		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
712	NULL	102	Exercise every morning		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
713	NULL	12	Watch a MLB game at Yankee Stadium		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
714	NULL	11	metallurgist		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
715	NULL	12	Attend a Murder Mystery Dinner		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
716	NULL	11	writing lesson plans		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
717	NULL	11	snowsport instructor		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
718	NULL	12	Adopt a Child		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
719	NULL	13	Restoration/Rebuild		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
720	NULL	13	Coaching and mentoring		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
721	NULL	11	practical		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
722	NULL	11	electronics 		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
723	NULL	13	Reading		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
724	NULL	11	physiotherapist		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
725	NULL	12	Attend a Concert As a Vip		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
726	NULL	12	Photobomb Someone		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
727	NULL	102	Be active.		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
728	NULL	12	Sleep in a Stable on a Haystack		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
729	NULL	12	Go on a Spontaneous Road Trip		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
730	NULL	12	"Read Aloud 1,000 Complete Books to My Son"		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
731	NULL	11	model aircraft making and flying		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
732	NULL	11	drive a manual transmission vehicle		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
733	NULL	12	Go Zip Lining		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
734	NULL	12	Have a Roommate		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
735	NULL	11	building associate		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
736	NULL	12	Go on a trip around-the-world		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
737	NULL	11	horse trainer		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
738	NULL	11	trustworthy		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
739	NULL	12	Set a Guinness Book of World Record		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
740	NULL	102	Go to lots of conferences instead.		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
741	NULL	12	Ask a Guy on a Date		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
742	NULL	11	inline skating		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
743	NULL	12	Go pedal boating		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
744	NULL	11	calculating data		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
745	NULL	12	Actively run for school board		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
746	NULL	11	setting work/committee skills		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
747	NULL	12	Date a Black Guy		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
748	NULL	12	"Go Horseback Riding in Swan Valley, Montana"		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
749	NULL	12	Be in a movie		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
750	NULL	12	Cross-Country Road Trip		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
751	NULL	11	fitter-welder		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
752	NULL	11	police officer		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
753	NULL	13	Collecting Calendars		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
754	NULL	11	construct or repair		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
755	NULL	11	detail oriented		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
756	NULL	102	Remember people's names so that they feel appreciated		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
757	NULL	12	Lambs Rump		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
758	NULL	12	Create a New Standard		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
759	NULL	12	Kiss a Sea Lion		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
760	NULL	12	Drive Through a Dust Storm		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
761	NULL	12	Go on a Real African Safari		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
762	NULL	13	Digital design		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
763	NULL	12	Visit the Metropolitan Museum of Art in New York City		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
764	NULL	12	Experience a Tandem Paragliding		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
765	NULL	12	"Drive More Than 100,000 Km in One Year"		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
766	NULL	13	Juggling		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
767	NULL	12	See the Eiffel Tower Glitter At Night in France		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
768	NULL	12	Attend a Mind Reading Show		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
769	NULL	13	Start a blog		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
770	NULL	13	Volunteering		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
771	NULL	11	checking for accuracy		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
772	NULL	11	emotional		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
773	NULL	12	Complete a Triathlon		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
774	NULL	12	Do the Grand Southern Trip - La to Ny		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
775	NULL	12	Take Part in a Focus Group		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
776	NULL	11	expressing ideas		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
777	NULL	12	Hike Bay Ridge Trail		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
778	NULL	12	Go to London		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
779	NULL	12	Eat Caviar		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
780	NULL	12	Attend a High School Reunion		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
781	NULL	12	Explorer the Amazon Rainforest		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
782	NULL	12	Purchase Or Build Our Dream Home W/Out Debt		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
783	NULL	11	peaceable		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
784	NULL	13	Cameras		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
785	NULL	11	verbal communication		7002	1	communication-3.jpg		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
786	NULL	11	displaying artistic ideas		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
787	NULL	13	Volleyball		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
788	NULL	12	Attend a Cultural Festival		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
789	NULL	12	Do a Random Act of Kindness		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
790	NULL	11	maintaining accurate records		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
791	NULL	12	Walk the Great Wall of China in China		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
792	NULL	11	present material orally		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
793	NULL	11	intensive care specialist		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
794	NULL	12	Write a Book and Get It Published.		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
795	NULL	13	Exercise		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
796	NULL	12	"Watch an Nba Game At Madison Square Garden, the Staples Center and the United Center"		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
797	NULL	11	running meetings		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
798	NULL	11	architect		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
799	NULL	11	remove a stain		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
800	NULL	12	Learn to Play the Ukulele		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
801	NULL	102	Apologize more than you need to.		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
802	NULL	11	journalists and other writers nec		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
803	NULL	11	common sense		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
804	NULL	12	"Make an Appearance in Five Forms of Media (Book, Magazine, Television, Radio, in ternet)"		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
805	NULL	12	Take a Makeup Lesson		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
806	NULL	12	Cliff Dive		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
807	NULL	12	Be a contestant on The Amazing Race		7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	0	10002	1	0
